palabra,The Beatles,The Rolling Stones,Beach Boys,The Who,The Doors,Led Zeppelin,Jimi Hendrix,Pink Floyd,Velvet Underground,Byrds,The Kinks,The Temptations,The Supremes,The Animals,The Yardbirds,total
living,14.0,77.0,19.0,11.0,3.0,11.0,4.0,5.0,7.0,10.0,118.0,9.0,21.0,13.0,8.0,330.0
along,21.0,23.0,72.0,21.0,13.0,16.0,38.0,3.0,1.0,25.0,43.0,6.0,26.0,11.0,9.0,328.0
shake,85.0,47.0,8.0,23.0,1.0,32.0,3.0,2.0,3.0,3.0,5.0,11.0,54.0,38.0,11.0,326.0
sure,23.0,72.0,34.0,31.0,4.0,25.0,22.0,11.0,0.0,7.0,34.0,8.0,27.0,19.0,9.0,326.0
makes,23.0,20.0,45.0,21.0,8.0,25.0,8.0,4.0,26.0,19.0,32.0,18.0,65.0,8.0,2.0,324.0
times,17.0,30.0,31.0,11.0,34.0,23.0,10.0,5.0,4.0,18.0,46.0,25.0,17.0,53.0,0.0,324.0
wish,24.0,32.0,41.0,12.0,6.0,3.0,8.0,6.0,8.0,21.0,86.0,32.0,32.0,5.0,5.0,321.0
street,14.0,65.0,10.0,42.0,14.0,8.0,7.0,11.0,17.0,13.0,81.0,11.0,12.0,10.0,5.0,320.0
doo,16.0,58.0,153.0,62.0,0.0,0.0,6.0,8.0,4.0,0.0,3.0,0.0,3.0,0.0,0.0,313.0
many,38.0,22.0,25.0,24.0,4.0,20.0,4.0,10.0,2.0,28.0,46.0,19.0,37.0,25.0,8.0,312.0
smile,31.0,32.0,15.0,28.0,6.0,10.0,4.0,34.0,4.0,19.0,59.0,17.0,37.0,7.0,9.0,312.0
close,16.0,54.0,48.0,8.0,37.0,4.0,2.0,7.0,13.0,14.0,56.0,17.0,27.0,6.0,2.0,311.0
may,61.0,33.0,29.0,21.0,2.0,9.0,27.0,11.0,3.0,21.0,13.0,25.0,46.0,3.0,6.0,310.0
goodbye,77.0,40.0,21.0,14.0,5.0,3.0,3.0,23.0,3.0,21.0,29.0,23.0,15.0,14.0,19.0,310.0
fall,8.0,24.0,36.0,31.0,10.0,13.0,13.0,11.0,2.0,22.0,61.0,26.0,36.0,7.0,7.0,307.0
work,21.0,47.0,15.0,28.0,7.0,9.0,6.0,10.0,14.0,18.0,56.0,22.0,31.0,14.0,8.0,306.0
bow,0.0,1.0,281.0,7.0,0.0,3.0,0.0,2.0,0.0,2.0,3.0,1.0,4.0,0.0,1.0,305.0
city,5.0,31.0,55.0,22.0,35.0,7.0,1.0,5.0,18.0,16.0,59.0,9.0,11.0,23.0,6.0,303.0
else,22.0,30.0,12.0,16.0,5.0,6.0,12.0,7.0,4.0,19.0,99.0,29.0,17.0,17.0,8.0,303.0
lose,42.0,39.0,54.0,19.0,19.0,9.0,6.0,15.0,13.0,10.0,37.0,12.0,16.0,4.0,8.0,303.0
tears,35.0,38.0,48.0,14.0,2.0,10.0,11.0,10.0,9.0,5.0,22.0,35.0,40.0,13.0,10.0,302.0
kind,40.0,51.0,26.0,12.0,4.0,6.0,5.0,17.0,2.0,11.0,30.0,26.0,22.0,5.0,45.0,302.0
seen,17.0,72.0,27.0,40.0,22.0,7.0,10.0,10.0,5.0,13.0,48.0,9.0,7.0,6.0,8.0,301.0
girls,11.0,57.0,83.0,22.0,21.0,0.0,5.0,2.0,7.0,11.0,32.0,5.0,21.0,5.0,19.0,301.0
whoa,17.0,30.0,47.0,82.0,6.0,20.0,0.0,0.0,2.0,1.0,32.0,38.0,0.0,25.0,0.0,300.0
dreams,53.0,31.0,35.0,26.0,9.0,14.0,5.0,8.0,8.0,10.0,45.0,14.0,30.0,7.0,4.0,299.0
start,25.0,53.0,47.0,26.0,7.0,9.0,10.0,2.0,5.0,16.0,53.0,15.0,20.0,7.0,3.0,298.0
sea,26.0,19.0,81.0,15.0,17.0,6.0,16.0,21.0,7.0,25.0,32.0,11.0,17.0,2.0,0.0,295.0
bout,20.0,52.0,18.0,27.0,22.0,27.0,11.0,0.0,2.0,7.0,31.0,18.0,6.0,38.0,13.0,292.0
went,29.0,48.0,37.0,22.0,22.0,9.0,5.0,4.0,10.0,15.0,55.0,7.0,8.0,17.0,2.0,290.0
first,16.0,35.0,22.0,16.0,10.0,3.0,18.0,8.0,10.0,41.0,48.0,22.0,22.0,11.0,7.0,289.0
fly,13.0,23.0,54.0,20.0,6.0,9.0,27.0,24.0,7.0,17.0,49.0,12.0,16.0,10.0,1.0,288.0
land,3.0,14.0,67.0,8.0,18.0,9.0,17.0,21.0,3.0,13.0,78.0,16.0,18.0,1.0,1.0,287.0
move,17.0,64.0,13.0,11.0,7.0,16.0,29.0,7.0,14.0,4.0,47.0,24.0,16.0,15.0,2.0,286.0
ride,20.0,55.0,72.0,11.0,32.0,14.0,10.0,11.0,7.0,22.0,12.0,1.0,6.0,3.0,9.0,285.0
getting,33.0,29.0,16.0,41.0,14.0,2.0,6.0,9.0,5.0,9.0,72.0,20.0,6.0,21.0,1.0,284.0
best,16.0,36.0,26.0,24.0,19.0,8.0,6.0,3.0,19.0,9.0,61.0,12.0,26.0,13.0,3.0,281.0
hair,18.0,35.0,54.0,25.0,14.0,7.0,7.0,4.0,7.0,23.0,36.0,11.0,19.0,10.0,11.0,281.0
maybe,39.0,36.0,41.0,27.0,5.0,6.0,10.0,5.0,9.0,13.0,25.0,19.0,22.0,19.0,5.0,281.0
dead,33.0,41.0,1.0,23.0,41.0,2.0,7.0,14.0,17.0,15.0,57.0,4.0,1.0,20.0,5.0,281.0
hope,18.0,34.0,49.0,15.0,7.0,1.0,11.0,11.0,0.0,25.0,52.0,23.0,20.0,5.0,8.0,279.0
kiss,35.0,25.0,35.0,11.0,5.0,2.0,6.0,6.0,10.0,11.0,25.0,26.0,66.0,7.0,9.0,279.0
christmas,43.0,2.0,111.0,4.0,2.0,0.0,0.0,2.0,0.0,12.0,13.0,44.0,45.0,1.0,0.0,279.0
saw,38.0,79.0,23.0,22.0,4.0,11.0,2.0,7.0,3.0,15.0,38.0,9.0,14.0,5.0,8.0,278.0
years,25.0,27.0,30.0,38.0,13.0,26.0,11.0,17.0,13.0,18.0,16.0,12.0,10.0,11.0,9.0,276.0
darling,40.0,29.0,28.0,15.0,9.0,17.0,10.0,0.0,0.0,2.0,24.0,54.0,42.0,2.0,2.0,274.0
soon,12.0,11.0,47.0,45.0,31.0,8.0,8.0,9.0,5.0,14.0,30.0,15.0,28.0,6.0,5.0,274.0
fool,42.0,64.0,4.0,21.0,7.0,7.0,8.0,4.0,3.0,9.0,36.0,34.0,13.0,14.0,5.0,271.0
black,17.0,51.0,8.0,17.0,11.0,7.0,1.0,15.0,7.0,13.0,64.0,6.0,2.0,42.0,8.0,269.0
forever,25.0,9.0,66.0,14.0,19.0,1.0,6.0,9.0,3.0,15.0,49.0,20.0,23.0,7.0,2.0,268.0
star,18.0,75.0,28.0,8.0,5.0,2.0,5.0,3.0,0.0,23.0,53.0,6.0,36.0,5.0,0.0,267.0
sleep,20.0,40.0,37.0,17.0,8.0,2.0,2.0,9.0,5.0,5.0,59.0,12.0,41.0,3.0,5.0,265.0
deep,12.0,25.0,38.0,23.0,8.0,5.0,6.0,14.0,1.0,6.0,27.0,40.0,20.0,16.0,23.0,264.0
enough,24.0,32.0,13.0,80.0,7.0,2.0,9.0,8.0,3.0,7.0,26.0,19.0,19.0,10.0,5.0,264.0
moon,13.0,30.0,49.0,9.0,40.0,9.0,15.0,16.0,3.0,13.0,28.0,7.0,21.0,9.0,2.0,264.0
miss,19.0,32.0,43.0,7.0,2.0,0.0,15.0,0.0,12.0,17.0,27.0,15.0,42.0,25.0,6.0,262.0
whole,26.0,31.0,38.0,18.0,10.0,14.0,15.0,1.0,1.0,14.0,30.0,26.0,19.0,17.0,1.0,261.0
lady,7.0,37.0,58.0,6.0,12.0,13.0,12.0,3.0,2.0,14.0,29.0,45.0,19.0,3.0,0.0,260.0
hide,36.0,36.0,18.0,8.0,13.0,17.0,2.0,21.0,1.0,21.0,42.0,12.0,24.0,5.0,4.0,260.0
line,12.0,61.0,22.0,27.0,9.0,9.0,2.0,7.0,2.0,18.0,65.0,8.0,6.0,6.0,4.0,258.0
trying,37.0,51.0,13.0,21.0,5.0,15.0,8.0,11.0,1.0,8.0,37.0,25.0,13.0,3.0,10.0,258.0
strange,2.0,50.0,83.0,10.0,38.0,1.0,14.0,9.0,1.0,13.0,20.0,4.0,2.0,7.0,4.0,258.0
hot,6.0,81.0,42.0,11.0,8.0,5.0,7.0,7.0,0.0,12.0,57.0,6.0,4.0,10.0,1.0,257.0
cool,35.0,19.0,80.0,21.0,20.0,3.0,3.0,3.0,16.0,2.0,36.0,2.0,6.0,10.0,0.0,256.0
behind,17.0,31.0,12.0,32.0,4.0,5.0,4.0,28.0,7.0,22.0,31.0,27.0,16.0,14.0,6.0,256.0
arms,28.0,12.0,23.0,9.0,9.0,7.0,2.0,6.0,2.0,15.0,15.0,30.0,88.0,2.0,5.0,253.0
though,46.0,20.0,22.0,15.0,3.0,4.0,2.0,6.0,2.0,21.0,57.0,11.0,35.0,8.0,1.0,253.0
children,19.0,32.0,51.0,18.0,31.0,6.0,7.0,6.0,2.0,13.0,30.0,14.0,11.0,11.0,1.0,252.0
forget,29.0,24.0,18.0,25.0,20.0,1.0,4.0,7.0,3.0,16.0,51.0,28.0,13.0,8.0,5.0,252.0
late,26.0,25.0,42.0,19.0,22.0,6.0,11.0,8.0,1.0,14.0,59.0,6.0,7.0,3.0,3.0,252.0
easy,35.0,53.0,14.0,23.0,26.0,12.0,7.0,11.0,0.0,13.0,21.0,3.0,17.0,14.0,3.0,252.0
watch,17.0,49.0,29.0,16.0,9.0,17.0,4.0,10.0,20.0,16.0,25.0,8.0,14.0,10.0,7.0,251.0
feet,19.0,38.0,36.0,23.0,8.0,8.0,7.0,12.0,14.0,10.0,34.0,11.0,9.0,14.0,8.0,251.0
touch,22.0,42.0,21.0,28.0,12.0,5.0,2.0,14.0,2.0,8.0,17.0,17.0,54.0,5.0,2.0,251.0
hands,29.0,30.0,17.0,26.0,9.0,16.0,8.0,17.0,8.0,11.0,26.0,17.0,11.0,13.0,13.0,251.0
loving,31.0,37.0,15.0,3.0,5.0,24.0,0.0,1.0,0.0,12.0,4.0,38.0,66.0,9.0,6.0,251.0
pain,21.0,54.0,8.0,27.0,10.0,11.0,11.0,14.0,4.0,16.0,28.0,22.0,12.0,8.0,4.0,250.0
might,20.0,37.0,39.0,24.0,2.0,4.0,8.0,13.0,3.0,23.0,33.0,16.0,18.0,4.0,6.0,250.0
lies,22.0,61.0,2.0,34.0,13.0,8.0,1.0,9.0,11.0,22.0,43.0,12.0,6.0,2.0,3.0,249.0
says,39.0,43.0,16.0,8.0,7.0,1.0,5.0,2.0,35.0,4.0,38.0,4.0,25.0,15.0,7.0,249.0
mother,53.0,32.0,15.0,25.0,9.0,2.0,6.0,24.0,2.0,2.0,36.0,16.0,16.0,8.0,2.0,248.0
seems,28.0,29.0,19.0,18.0,5.0,15.0,6.0,12.0,5.0,10.0,41.0,28.0,24.0,3.0,4.0,247.0
matter,15.0,39.0,12.0,15.0,6.0,14.0,1.0,6.0,3.0,9.0,49.0,30.0,22.0,18.0,7.0,246.0
train,6.0,33.0,7.0,17.0,50.0,29.0,12.0,6.0,11.0,8.0,11.0,13.0,11.0,6.0,23.0,243.0
god,10.0,21.0,68.0,13.0,11.0,0.0,11.0,5.0,9.0,12.0,29.0,13.0,12.0,24.0,4.0,242.0
standing,32.0,35.0,7.0,4.0,4.0,11.0,5.0,5.0,1.0,23.0,52.0,20.0,31.0,7.0,3.0,240.0
dear,34.0,10.0,63.0,5.0,8.0,4.0,6.0,5.0,19.0,2.0,32.0,28.0,22.0,0.0,1.0,239.0
car,23.0,22.0,75.0,15.0,17.0,7.0,3.0,7.0,2.0,1.0,55.0,7.0,1.0,2.0,2.0,239.0
treat,27.0,40.0,26.0,4.0,6.0,5.0,0.0,10.0,15.0,3.0,18.0,44.0,11.0,21.0,9.0,239.0
understand,34.0,35.0,7.0,6.0,10.0,1.0,9.0,6.0,6.0,25.0,44.0,34.0,10.0,6.0,5.0,238.0
ba,4.0,3.0,127.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,50.0,22.0,23.0,0.0,0.0,238.0
sometimes,8.0,62.0,22.0,13.0,0.0,26.0,9.0,7.0,4.0,9.0,20.0,17.0,23.0,15.0,3.0,238.0
guess,12.0,24.0,35.0,10.0,10.0,7.0,0.0,1.0,38.0,9.0,27.0,18.0,35.0,8.0,1.0,235.0
crazy,16.0,54.0,24.0,25.0,5.0,10.0,3.0,28.0,2.0,8.0,25.0,7.0,4.0,23.0,1.0,235.0
lovin,20.0,22.0,41.0,23.0,4.0,2.0,4.0,0.0,0.0,1.0,10.0,53.0,39.0,13.0,2.0,234.0
wonder,10.0,26.0,32.0,14.0,4.0,12.0,4.0,7.0,0.0,15.0,55.0,33.0,12.0,6.0,4.0,234.0
bit,27.0,34.0,13.0,19.0,1.0,19.0,10.0,11.0,3.0,7.0,33.0,2.0,6.0,47.0,1.0,233.0
house,17.0,29.0,12.0,20.0,28.0,2.0,20.0,9.0,5.0,6.0,56.0,1.0,13.0,9.0,3.0,230.0
ready,24.0,22.0,25.0,7.0,10.0,2.0,9.0,4.0,10.0,7.0,48.0,39.0,19.0,3.0,1.0,230.0
words,37.0,9.0,16.0,12.0,9.0,2.0,4.0,34.0,5.0,14.0,19.0,18.0,32.0,6.0,12.0,229.0
open,11.0,31.0,11.0,35.0,6.0,11.0,2.0,12.0,4.0,9.0,36.0,34.0,22.0,5.0,0.0,229.0
boys,47.0,64.0,38.0,11.0,7.0,0.0,1.0,9.0,0.0,9.0,25.0,5.0,2.0,2.0,6.0,226.0
eye,16.0,18.0,33.0,21.0,12.0,4.0,4.0,17.0,0.0,9.0,17.0,32.0,28.0,11.0,3.0,225.0
send,29.0,55.0,15.0,7.0,1.0,6.0,3.0,6.0,0.0,4.0,8.0,10.0,61.0,17.0,2.0,224.0
tried,23.0,53.0,19.0,24.0,10.0,2.0,3.0,4.0,5.0,4.0,35.0,8.0,15.0,14.0,3.0,222.0
wind,12.0,14.0,60.0,6.0,8.0,20.0,18.0,17.0,4.0,10.0,16.0,4.0,19.0,9.0,3.0,220.0
next,21.0,41.0,11.0,13.0,10.0,5.0,15.0,3.0,2.0,7.0,38.0,36.0,6.0,5.0,7.0,220.0
set,11.0,14.0,22.0,10.0,23.0,7.0,5.0,8.0,18.0,9.0,48.0,9.0,27.0,5.0,0.0,216.0
walking,9.0,32.0,28.0,4.0,3.0,15.0,2.0,2.0,4.0,12.0,28.0,24.0,41.0,6.0,4.0,214.0
mr,46.0,22.0,0.0,4.0,10.0,3.0,5.0,2.0,10.0,8.0,74.0,0.0,6.0,0.0,23.0,213.0
lot,34.0,11.0,50.0,22.0,6.0,3.0,15.0,6.0,2.0,15.0,26.0,2.0,10.0,3.0,8.0,213.0
anything,37.0,7.0,7.0,13.0,4.0,3.0,12.0,15.0,10.0,13.0,29.0,14.0,19.0,22.0,6.0,211.0
water,3.0,10.0,68.0,27.0,9.0,3.0,3.0,20.0,6.0,9.0,24.0,11.0,10.0,2.0,6.0,211.0
tomorrow,21.0,6.0,17.0,10.0,8.0,3.0,44.0,6.0,7.0,17.0,38.0,9.0,11.0,5.0,6.0,208.0
red,18.0,41.0,14.0,12.0,20.0,5.0,22.0,9.0,6.0,8.0,18.0,5.0,6.0,22.0,2.0,208.0
drive,17.0,39.0,43.0,24.0,18.0,9.0,1.0,6.0,2.0,4.0,23.0,0.0,3.0,19.0,0.0,208.0
crying,30.0,33.0,9.0,14.0,3.0,10.0,3.0,0.0,0.0,4.0,35.0,24.0,16.0,18.0,8.0,207.0
full,7.0,25.0,37.0,12.0,5.0,2.0,13.0,6.0,8.0,16.0,59.0,0.0,7.0,5.0,4.0,206.0
running,12.0,57.0,5.0,18.0,4.0,3.0,3.0,9.0,10.0,14.0,26.0,17.0,14.0,8.0,6.0,206.0
men,8.0,17.0,8.0,26.0,8.0,6.0,5.0,10.0,19.0,12.0,27.0,16.0,27.0,9.0,7.0,205.0
born,19.0,7.0,11.0,17.0,17.0,2.0,7.0,5.0,3.0,14.0,25.0,36.0,22.0,19.0,0.0,204.0
talking,22.0,23.0,11.0,8.0,12.0,11.0,7.0,8.0,3.0,5.0,28.0,22.0,23.0,5.0,15.0,203.0
ask,36.0,16.0,8.0,15.0,10.0,7.0,5.0,7.0,4.0,14.0,27.0,24.0,21.0,4.0,4.0,202.0
ooo,4.0,2.0,116.0,0.0,6.0,2.0,3.0,0.0,0.0,0.0,0.0,42.0,23.0,2.0,1.0,201.0
ground,12.0,30.0,20.0,18.0,11.0,13.0,5.0,35.0,5.0,12.0,24.0,4.0,4.0,7.0,1.0,201.0
uh,28.0,33.0,59.0,0.0,3.0,30.0,13.0,5.0,0.0,0.0,6.0,9.0,10.0,5.0,0.0,201.0
talkin,10.0,39.0,1.0,19.0,5.0,29.0,14.0,0.0,3.0,1.0,5.0,23.0,1.0,46.0,4.0,200.0
meet,13.0,29.0,23.0,10.0,18.0,11.0,7.0,20.0,3.0,20.0,24.0,9.0,8.0,2.0,3.0,200.0
lay,26.0,21.0,23.0,16.0,9.0,6.0,27.0,11.0,0.0,27.0,3.0,6.0,6.0,15.0,4.0,200.0
sit,21.0,27.0,19.0,14.0,2.0,7.0,5.0,6.0,2.0,12.0,39.0,10.0,18.0,16.0,2.0,200.0
beat,10.0,50.0,26.0,10.0,9.0,4.0,1.0,6.0,10.0,9.0,21.0,13.0,13.0,11.0,6.0,199.0
hurt,21.0,34.0,22.0,11.0,2.0,5.0,3.0,3.0,1.0,10.0,4.0,33.0,34.0,12.0,2.0,197.0
dit,1.0,0.0,189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,197.0
blues,40.0,41.0,19.0,5.0,21.0,7.0,13.0,4.0,0.0,4.0,17.0,2.0,6.0,11.0,6.0,196.0
room,11.0,16.0,22.0,13.0,8.0,2.0,5.0,23.0,8.0,8.0,36.0,10.0,18.0,6.0,10.0,196.0
gave,30.0,13.0,39.0,19.0,6.0,3.0,3.0,5.0,1.0,7.0,24.0,10.0,25.0,5.0,3.0,193.0
ha,6.0,13.0,49.0,44.0,17.0,0.0,7.0,17.0,0.0,0.0,0.0,4.0,11.0,21.0,4.0,193.0
em,9.0,26.0,66.0,12.0,3.0,14.0,2.0,4.0,1.0,11.0,19.0,5.0,16.0,0.0,4.0,192.0
wild,12.0,32.0,28.0,9.0,17.0,1.0,13.0,6.0,11.0,9.0,19.0,5.0,12.0,16.0,2.0,192.0
bye,69.0,35.0,25.0,13.0,12.0,0.0,10.0,0.0,9.0,4.0,1.0,0.0,0.0,4.0,10.0,192.0
sound,14.0,18.0,27.0,27.0,6.0,12.0,5.0,21.0,0.0,6.0,13.0,9.0,14.0,14.0,6.0,192.0
news,12.0,8.0,24.0,19.0,38.0,7.0,4.0,7.0,2.0,6.0,27.0,1.0,34.0,3.0,0.0,192.0
tired,14.0,41.0,14.0,17.0,6.0,4.0,5.0,8.0,6.0,12.0,43.0,10.0,7.0,4.0,0.0,191.0
lover,27.0,45.0,15.0,6.0,0.0,5.0,16.0,1.0,3.0,10.0,22.0,7.0,26.0,4.0,3.0,190.0
drink,7.0,44.0,25.0,17.0,1.0,0.0,9.0,8.0,8.0,14.0,41.0,3.0,1.0,10.0,0.0,188.0
looks,15.0,42.0,23.0,14.0,6.0,4.0,4.0,3.0,3.0,4.0,43.0,4.0,10.0,9.0,3.0,187.0
tight,37.0,39.0,32.0,6.0,6.0,1.0,0.0,6.0,0.0,5.0,17.0,8.0,22.0,6.0,2.0,187.0
daddy,14.0,45.0,28.0,35.0,6.0,3.0,6.0,10.0,0.0,5.0,14.0,4.0,5.0,10.0,2.0,187.0
lie,14.0,36.0,30.0,10.0,10.0,1.0,2.0,14.0,2.0,2.0,33.0,13.0,4.0,14.0,2.0,187.0
bed,12.0,28.0,28.0,15.0,6.0,5.0,16.0,4.0,0.0,18.0,28.0,2.0,8.0,14.0,2.0,186.0
glad,38.0,23.0,27.0,10.0,2.0,8.0,4.0,0.0,2.0,5.0,15.0,11.0,39.0,0.0,2.0,186.0
air,2.0,26.0,38.0,20.0,9.0,3.0,0.0,16.0,7.0,6.0,23.0,16.0,15.0,4.0,1.0,186.0
top,14.0,41.0,13.0,11.0,11.0,1.0,0.0,4.0,7.0,10.0,21.0,35.0,13.0,2.0,1.0,184.0
buy,25.0,19.0,4.0,14.0,2.0,5.0,1.0,9.0,3.0,14.0,37.0,4.0,20.0,25.0,2.0,184.0
shine,30.0,21.0,35.0,2.0,2.0,5.0,6.0,18.0,0.0,6.0,24.0,3.0,16.0,10.0,5.0,183.0
shout,58.0,14.0,8.0,31.0,2.0,1.0,4.0,6.0,4.0,2.0,19.0,1.0,3.0,27.0,3.0,183.0
across,26.0,23.0,18.0,7.0,3.0,3.0,13.0,13.0,7.0,16.0,26.0,15.0,6.0,5.0,2.0,183.0
making,25.0,8.0,28.0,12.0,1.0,2.0,2.0,10.0,9.0,18.0,39.0,10.0,15.0,2.0,1.0,182.0
guy,17.0,15.0,26.0,13.0,3.0,4.0,0.0,1.0,1.0,1.0,20.0,18.0,53.0,5.0,4.0,181.0
gets,23.0,30.0,16.0,16.0,2.0,2.0,2.0,0.0,2.0,8.0,60.0,2.0,9.0,6.0,3.0,181.0
bright,10.0,11.0,35.0,3.0,6.0,5.0,1.0,8.0,1.0,8.0,27.0,19.0,26.0,15.0,5.0,180.0
fast,18.0,43.0,23.0,12.0,12.0,2.0,3.0,5.0,4.0,9.0,16.0,12.0,12.0,8.0,1.0,180.0
looked,14.0,26.0,25.0,8.0,5.0,10.0,7.0,6.0,0.0,16.0,43.0,3.0,8.0,8.0,1.0,180.0
chance,17.0,19.0,17.0,21.0,13.0,1.0,0.0,5.0,2.0,7.0,39.0,14.0,15.0,6.0,3.0,179.0
cmon,5.0,75.0,2.0,2.0,38.0,8.0,7.0,0.0,0.0,0.0,5.0,0.0,0.0,37.0,0.0,179.0
thinking,32.0,24.0,13.0,7.0,3.0,5.0,1.0,13.0,0.0,8.0,29.0,21.0,8.0,7.0,8.0,179.0
keeps,11.0,11.0,19.0,6.0,1.0,5.0,1.0,2.0,2.0,7.0,43.0,13.0,38.0,18.0,1.0,178.0
number,79.0,22.0,26.0,8.0,4.0,1.0,0.0,4.0,2.0,4.0,13.0,2.0,3.0,8.0,1.0,177.0
laugh,18.0,24.0,22.0,13.0,3.0,2.0,5.0,16.0,0.0,10.0,37.0,5.0,19.0,2.0,1.0,177.0
white,10.0,16.0,29.0,14.0,9.0,5.0,1.0,6.0,18.0,9.0,24.0,9.0,14.0,9.0,3.0,176.0
falling,18.0,19.0,9.0,20.0,4.0,3.0,2.0,7.0,18.0,6.0,29.0,8.0,25.0,1.0,5.0,174.0
great,9.0,3.0,44.0,6.0,7.0,2.0,0.0,12.0,6.0,19.0,33.0,7.0,7.0,0.0,18.0,173.0
chorus,12.0,6.0,3.0,6.0,4.0,0.0,0.0,0.0,0.0,15.0,68.0,36.0,6.0,0.0,17.0,173.0
green,8.0,9.0,10.0,4.0,11.0,1.0,8.0,26.0,4.0,16.0,45.0,8.0,8.0,10.0,5.0,173.0
poor,6.0,41.0,5.0,14.0,11.0,6.0,3.0,0.0,9.0,8.0,25.0,11.0,17.0,11.0,5.0,172.0
stone,3.0,28.0,4.0,21.0,4.0,1.0,27.0,29.0,6.0,2.0,4.0,10.0,24.0,5.0,2.0,170.0
three,39.0,21.0,24.0,16.0,9.0,3.0,2.0,3.0,9.0,7.0,9.0,4.0,13.0,8.0,3.0,170.0
loves,36.0,6.0,32.0,8.0,5.0,3.0,2.0,3.0,15.0,8.0,10.0,10.0,21.0,5.0,5.0,169.0
word,34.0,12.0,14.0,15.0,7.0,9.0,1.0,6.0,10.0,6.0,31.0,7.0,13.0,2.0,2.0,169.0
beautiful,17.0,24.0,25.0,6.0,11.0,0.0,6.0,1.0,2.0,2.0,7.0,7.0,52.0,4.0,5.0,169.0
hang,3.0,26.0,13.0,18.0,8.0,1.0,10.0,4.0,4.0,10.0,10.0,2.0,15.0,2.0,41.0,167.0
fell,11.0,19.0,12.0,22.0,2.0,4.0,4.0,11.0,2.0,13.0,21.0,21.0,10.0,11.0,3.0,166.0
game,7.0,24.0,14.0,8.0,28.0,5.0,2.0,6.0,1.0,13.0,20.0,6.0,21.0,9.0,2.0,166.0
de,9.0,21.0,115.0,10.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,166.0
cos,21.0,7.0,3.0,8.0,2.0,0.0,0.0,2.0,4.0,13.0,87.0,0.0,9.0,0.0,9.0,165.0
king,15.0,9.0,10.0,4.0,24.0,2.0,3.0,9.0,13.0,7.0,27.0,6.0,27.0,2.0,6.0,164.0
fight,8.0,29.0,11.0,29.0,8.0,5.0,5.0,7.0,2.0,10.0,29.0,0.0,8.0,10.0,2.0,163.0
needs,11.0,17.0,15.0,4.0,0.0,3.0,0.0,2.0,1.0,13.0,28.0,24.0,36.0,8.0,0.0,162.0
strong,5.0,44.0,18.0,15.0,3.0,6.0,3.0,1.0,0.0,10.0,13.0,25.0,15.0,2.0,2.0,162.0
stars,16.0,10.0,38.0,11.0,8.0,2.0,5.0,3.0,2.0,2.0,30.0,13.0,16.0,0.0,6.0,162.0
loop,0.0,0.0,159.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,161.0
pa,2.0,2.0,14.0,0.0,0.0,0.0,0.0,4.0,62.0,0.0,4.0,35.0,35.0,2.0,0.0,160.0
sitting,28.0,20.0,8.0,3.0,0.0,3.0,4.0,8.0,2.0,8.0,64.0,1.0,2.0,2.0,7.0,160.0
wall,9.0,8.0,8.0,8.0,5.0,3.0,3.0,52.0,1.0,5.0,45.0,4.0,1.0,5.0,3.0,160.0
upon,12.0,10.0,8.0,4.0,11.0,11.0,4.0,15.0,21.0,15.0,11.0,4.0,17.0,11.0,5.0,159.0
heaven,9.0,22.0,16.0,9.0,6.0,8.0,6.0,5.0,1.0,14.0,15.0,16.0,24.0,5.0,3.0,159.0
hate,17.0,19.0,2.0,12.0,4.0,1.0,2.0,6.0,6.0,30.0,40.0,4.0,7.0,6.0,3.0,159.0
river,6.0,14.0,28.0,3.0,13.0,3.0,0.0,18.0,1.0,16.0,15.0,18.0,11.0,10.0,1.0,157.0
low,14.0,32.0,8.0,7.0,4.0,5.0,5.0,3.0,0.0,2.0,44.0,10.0,13.0,8.0,2.0,157.0
loved,19.0,18.0,20.0,3.0,5.0,1.0,4.0,2.0,7.0,7.0,14.0,6.0,28.0,21.0,1.0,156.0
use,19.0,25.0,8.0,8.0,2.0,6.0,6.0,5.0,1.0,10.0,38.0,3.0,12.0,7.0,5.0,155.0
alive,0.0,25.0,40.0,15.0,4.0,1.0,6.0,6.0,1.0,4.0,30.0,7.0,10.0,3.0,3.0,155.0
catch,13.0,22.0,28.0,12.0,0.0,9.0,0.0,10.0,1.0,12.0,32.0,4.0,7.0,4.0,0.0,154.0
part,9.0,20.0,24.0,12.0,0.0,2.0,7.0,5.0,3.0,2.0,27.0,12.0,21.0,7.0,3.0,154.0
past,9.0,21.0,15.0,25.0,4.0,0.0,5.0,6.0,1.0,9.0,35.0,6.0,8.0,7.0,2.0,153.0
nice,16.0,8.0,40.0,9.0,2.0,3.0,3.0,20.0,9.0,1.0,17.0,7.0,12.0,2.0,4.0,153.0
floor,2.0,27.0,8.0,9.0,19.0,10.0,5.0,6.0,7.0,13.0,24.0,8.0,8.0,2.0,5.0,153.0
