palabra,Arctic Monkeys,Imagine Dragons,Adele,Twenty One Pilots,Ed Sheeran,Mumford & Sons,The Black Keys,Tame Impala,Florence And The Machine,Kendrick Lamar,Lorde,Bruno Mars,Drake,The Weeknd,Lady Gaga,total
ass,0.0,0.0,0.0,0.0,7.0,0.0,3.0,1.0,0.0,93.0,1.0,14.0,208.0,28.0,24.0,379.0
fuckin,0.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,71.0,1.0,3.0,224.0,68.0,7.0,379.0
stand,5.0,50.0,25.0,20.0,40.0,14.0,5.0,2.0,46.0,34.0,5.0,19.0,50.0,17.0,46.0,378.0
black,14.0,5.0,25.0,2.0,13.0,8.0,7.0,2.0,8.0,147.0,2.0,13.0,70.0,10.0,52.0,378.0
bitches,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,86.0,4.0,4.0,204.0,67.0,9.0,377.0
low,10.0,48.0,1.0,12.0,67.0,13.0,19.0,1.0,1.0,20.0,0.0,5.0,62.0,99.0,17.0,375.0
next,9.0,17.0,8.0,28.0,41.0,5.0,10.0,9.0,11.0,46.0,2.0,25.0,95.0,56.0,10.0,372.0
kill,0.0,2.0,5.0,6.0,8.0,2.0,11.0,0.0,5.0,173.0,6.0,7.0,59.0,51.0,32.0,367.0
born,1.0,60.0,1.0,11.0,22.0,6.0,10.0,0.0,10.0,13.0,2.0,4.0,24.0,24.0,179.0,367.0
crazy,8.0,15.0,16.0,6.0,25.0,1.0,3.0,6.0,3.0,35.0,6.0,34.0,141.0,21.0,45.0,365.0
knew,16.0,31.0,16.0,11.0,40.0,20.0,4.0,4.0,31.0,33.0,0.0,12.0,97.0,24.0,25.0,364.0
times,8.0,19.0,8.0,12.0,54.0,5.0,30.0,2.0,28.0,35.0,6.0,7.0,88.0,49.0,10.0,361.0
ask,8.0,8.0,3.0,27.0,26.0,11.0,2.0,9.0,8.0,57.0,1.0,19.0,135.0,25.0,22.0,361.0
move,11.0,34.0,2.0,24.0,26.0,4.0,3.0,12.0,6.0,24.0,8.0,25.0,103.0,26.0,52.0,360.0
trust,2.0,16.0,4.0,20.0,30.0,3.0,16.0,5.0,0.0,31.0,2.0,4.0,108.0,108.0,11.0,360.0
save,2.0,31.0,8.0,119.0,23.0,2.0,6.0,2.0,15.0,18.0,0.0,5.0,35.0,65.0,29.0,360.0
feels,19.0,11.0,16.0,4.0,73.0,7.0,1.0,25.0,3.0,13.0,20.0,74.0,40.0,23.0,30.0,359.0
cold,8.0,21.0,15.0,23.0,73.0,37.0,11.0,1.0,11.0,24.0,5.0,10.0,49.0,42.0,27.0,357.0
forever,19.0,8.0,8.0,3.0,54.0,24.0,17.0,10.0,11.0,29.0,19.0,15.0,83.0,26.0,29.0,355.0
deep,14.0,22.0,22.0,4.0,52.0,8.0,12.0,7.0,20.0,68.0,4.0,3.0,77.0,17.0,18.0,348.0
friend,8.0,13.0,8.0,27.0,39.0,14.0,9.0,4.0,7.0,17.0,16.0,20.0,70.0,72.0,22.0,346.0
lot,5.0,17.0,7.0,9.0,15.0,0.0,1.0,2.0,0.0,33.0,2.0,5.0,190.0,29.0,31.0,346.0
sometimes,5.0,30.0,25.0,29.0,27.0,3.0,5.0,1.0,25.0,58.0,4.0,14.0,56.0,8.0,55.0,345.0
beat,3.0,7.0,8.0,29.0,36.0,3.0,8.0,0.0,17.0,40.0,10.0,9.0,81.0,22.0,71.0,344.0
words,8.0,22.0,20.0,18.0,86.0,16.0,17.0,9.0,12.0,19.0,6.0,11.0,48.0,14.0,38.0,344.0
open,6.0,56.0,5.0,16.0,45.0,10.0,17.0,10.0,23.0,23.0,5.0,28.0,57.0,18.0,23.0,342.0
pull,4.0,7.0,7.0,9.0,25.0,1.0,5.0,1.0,24.0,40.0,9.0,32.0,120.0,41.0,16.0,341.0
sing,8.0,19.0,0.0,42.0,79.0,23.0,7.0,3.0,23.0,51.0,5.0,16.0,17.0,20.0,27.0,340.0
took,10.0,23.0,6.0,2.0,55.0,19.0,9.0,1.0,15.0,26.0,6.0,7.0,111.0,33.0,16.0,339.0
since,7.0,20.0,4.0,8.0,58.0,2.0,3.0,4.0,8.0,38.0,3.0,16.0,118.0,31.0,19.0,339.0
woman,7.0,7.0,17.0,0.0,123.0,9.0,4.0,15.0,3.0,35.0,3.0,16.0,42.0,7.0,51.0,339.0
round,18.0,20.0,12.0,4.0,30.0,19.0,14.0,6.0,5.0,12.0,5.0,26.0,89.0,27.0,52.0,339.0
true,9.0,12.0,12.0,8.0,56.0,9.0,17.0,15.0,4.0,24.0,3.0,24.0,59.0,64.0,21.0,337.0
many,4.0,17.0,28.0,9.0,18.0,6.0,5.0,3.0,11.0,60.0,3.0,19.0,99.0,30.0,21.0,333.0
forget,10.0,11.0,8.0,39.0,68.0,12.0,5.0,6.0,17.0,13.0,3.0,10.0,59.0,36.0,36.0,333.0
room,18.0,5.0,13.0,22.0,62.0,2.0,8.0,2.0,14.0,31.0,11.0,21.0,65.0,32.0,26.0,332.0
waiting,20.0,41.0,13.0,8.0,29.0,11.0,25.0,29.0,12.0,12.0,19.0,28.0,53.0,15.0,16.0,331.0
sure,38.0,10.0,8.0,12.0,14.0,5.0,16.0,4.0,8.0,49.0,4.0,10.0,102.0,21.0,30.0,331.0
different,13.0,12.0,8.0,19.0,58.0,2.0,4.0,7.0,14.0,39.0,7.0,9.0,110.0,13.0,14.0,329.0
late,15.0,24.0,4.0,11.0,34.0,3.0,9.0,16.0,17.0,18.0,3.0,14.0,108.0,43.0,10.0,329.0
found,13.0,9.0,9.0,29.0,76.0,22.0,17.0,2.0,17.0,43.0,3.0,6.0,40.0,19.0,23.0,328.0
sky,13.0,30.0,22.0,12.0,44.0,18.0,12.0,2.0,22.0,32.0,1.0,21.0,23.0,49.0,26.0,327.0
understand,4.0,13.0,15.0,15.0,15.0,5.0,11.0,3.0,7.0,38.0,3.0,29.0,96.0,53.0,18.0,325.0
dream,5.0,66.0,6.0,15.0,29.0,2.0,23.0,5.0,22.0,21.0,17.0,16.0,28.0,34.0,34.0,323.0
today,13.0,30.0,4.0,26.0,36.0,4.0,5.0,8.0,8.0,73.0,3.0,42.0,28.0,2.0,40.0,322.0
house,12.0,7.0,2.0,25.0,15.0,7.0,10.0,0.0,13.0,42.0,4.0,10.0,109.0,53.0,13.0,322.0
phone,8.0,9.0,2.0,1.0,18.0,0.0,0.0,3.0,2.0,28.0,0.0,18.0,118.0,37.0,77.0,321.0
went,15.0,1.0,4.0,3.0,32.0,6.0,8.0,5.0,23.0,44.0,2.0,17.0,107.0,36.0,17.0,320.0
da,0.0,59.0,1.0,61.0,8.0,1.0,124.0,0.0,0.0,8.0,0.0,2.0,25.0,1.0,28.0,318.0
truth,9.0,21.0,4.0,2.0,44.0,20.0,3.0,7.0,7.0,54.0,4.0,8.0,60.0,45.0,29.0,317.0
living,1.0,65.0,1.0,7.0,38.0,0.0,10.0,6.0,7.0,49.0,9.0,7.0,50.0,32.0,32.0,314.0
miss,2.0,5.0,31.0,2.0,60.0,4.0,13.0,3.0,4.0,23.0,1.0,19.0,97.0,23.0,26.0,313.0
kiss,17.0,8.0,10.0,13.0,53.0,9.0,3.0,0.0,42.0,6.0,5.0,31.0,30.0,26.0,59.0,312.0
alive,0.0,26.0,2.0,48.0,19.0,8.0,12.0,2.0,6.0,31.0,1.0,11.0,77.0,39.0,30.0,312.0
comes,12.0,58.0,5.0,6.0,22.0,18.0,7.0,11.0,20.0,18.0,11.0,8.0,46.0,24.0,44.0,310.0
music,2.0,5.0,0.0,11.0,52.0,1.0,1.0,0.0,24.0,51.0,1.0,16.0,77.0,5.0,61.0,307.0
talkin,2.0,0.0,0.0,3.0,5.0,0.0,0.0,4.0,3.0,55.0,4.0,3.0,153.0,69.0,6.0,307.0
drop,3.0,2.0,0.0,43.0,21.0,0.0,1.0,0.0,3.0,43.0,12.0,23.0,138.0,13.0,4.0,306.0
nothin,2.0,0.0,2.0,5.0,53.0,1.0,3.0,7.0,18.0,41.0,0.0,40.0,83.0,27.0,23.0,305.0
yes,7.0,10.0,8.0,2.0,22.0,41.0,8.0,10.0,13.0,19.0,1.0,27.0,69.0,30.0,36.0,303.0
lay,0.0,13.0,34.0,12.0,65.0,11.0,7.0,2.0,19.0,12.0,1.0,31.0,36.0,30.0,25.0,298.0
fun,19.0,5.0,11.0,10.0,19.0,0.0,26.0,7.0,8.0,10.0,10.0,24.0,45.0,57.0,46.0,297.0
knows,4.0,13.0,12.0,23.0,54.0,4.0,11.0,7.0,12.0,14.0,9.0,53.0,42.0,12.0,27.0,297.0
comin,2.0,12.0,0.0,29.0,19.0,5.0,5.0,0.0,1.0,22.0,1.0,14.0,94.0,71.0,21.0,296.0
door,9.0,23.0,11.0,18.0,28.0,8.0,31.0,7.0,15.0,37.0,5.0,40.0,37.0,13.0,13.0,295.0
shake,10.0,39.0,0.0,2.0,6.0,6.0,11.0,3.0,45.0,34.0,0.0,3.0,49.0,22.0,63.0,293.0
huh,0.0,1.0,0.0,1.0,8.0,0.0,1.0,0.0,0.0,94.0,1.0,7.0,148.0,6.0,25.0,292.0
slow,6.0,17.0,2.0,37.0,31.0,17.0,4.0,10.0,5.0,14.0,4.0,33.0,73.0,27.0,11.0,291.0
fight,6.0,25.0,13.0,12.0,24.0,7.0,2.0,4.0,13.0,34.0,6.0,27.0,33.0,42.0,42.0,290.0
together,15.0,5.0,11.0,23.0,29.0,1.0,11.0,15.0,15.0,11.0,4.0,14.0,67.0,14.0,53.0,288.0
sound,12.0,11.0,2.0,30.0,23.0,6.0,17.0,6.0,19.0,28.0,7.0,4.0,79.0,6.0,38.0,288.0
pop,2.0,5.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,57.0,0.0,8.0,82.0,37.0,85.0,287.0
line,10.0,18.0,3.0,19.0,31.0,15.0,8.0,8.0,6.0,34.0,6.0,8.0,83.0,20.0,17.0,286.0
talking,10.0,6.0,1.0,6.0,13.0,2.0,5.0,1.0,20.0,18.0,41.0,23.0,109.0,23.0,8.0,286.0
party,12.0,1.0,3.0,1.0,44.0,0.0,3.0,1.0,2.0,22.0,16.0,23.0,75.0,25.0,58.0,286.0
hair,12.0,6.0,1.0,8.0,40.0,13.0,5.0,4.0,4.0,19.0,7.0,20.0,38.0,14.0,95.0,286.0
club,2.0,0.0,0.0,3.0,19.0,0.0,0.0,0.0,2.0,15.0,11.0,27.0,108.0,57.0,41.0,285.0
road,16.0,9.0,7.0,12.0,28.0,16.0,25.0,2.0,15.0,10.0,3.0,3.0,92.0,22.0,25.0,285.0
tears,5.0,24.0,20.0,1.0,36.0,7.0,8.0,0.0,10.0,17.0,7.0,11.0,12.0,97.0,27.0,282.0
hurt,4.0,2.0,9.0,4.0,28.0,1.0,13.0,3.0,20.0,48.0,5.0,9.0,42.0,49.0,44.0,281.0
cut,5.0,4.0,1.0,13.0,31.0,16.0,4.0,3.0,15.0,33.0,3.0,2.0,91.0,44.0,16.0,281.0
straight,3.0,7.0,3.0,21.0,24.0,0.0,5.0,4.0,5.0,36.0,0.0,57.0,79.0,16.0,20.0,280.0
tried,10.0,13.0,13.0,10.0,32.0,7.0,13.0,7.0,13.0,19.0,2.0,9.0,71.0,50.0,11.0,280.0
blood,10.0,33.0,5.0,21.0,43.0,19.0,7.0,0.0,33.0,48.0,16.0,3.0,23.0,12.0,6.0,279.0
easy,32.0,49.0,22.0,3.0,24.0,1.0,1.0,6.0,4.0,10.0,24.0,11.0,58.0,21.0,12.0,278.0
lady,9.0,2.0,0.0,6.0,11.0,1.0,2.0,0.0,2.0,3.0,0.0,8.0,24.0,6.0,203.0,277.0
moment,5.0,11.0,4.0,23.0,57.0,6.0,0.0,9.0,20.0,9.0,1.0,2.0,77.0,27.0,26.0,277.0
feet,9.0,5.0,10.0,18.0,52.0,11.0,4.0,2.0,32.0,26.0,5.0,6.0,30.0,50.0,17.0,277.0
anything,8.0,15.0,4.0,9.0,39.0,2.0,10.0,4.0,18.0,14.0,7.0,26.0,57.0,19.0,44.0,276.0
smile,8.0,17.0,7.0,4.0,59.0,6.0,15.0,1.0,7.0,17.0,1.0,55.0,15.0,34.0,30.0,276.0
control,6.0,13.0,5.0,14.0,22.0,3.0,7.0,8.0,17.0,25.0,2.0,24.0,49.0,20.0,59.0,274.0
gaga,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273.0,273.0
meet,11.0,34.0,1.0,0.0,19.0,18.0,8.0,0.0,0.0,24.0,3.0,9.0,45.0,12.0,89.0,273.0
behind,13.0,12.0,8.0,30.0,33.0,14.0,10.0,2.0,12.0,37.0,4.0,9.0,44.0,23.0,22.0,273.0
beautiful,3.0,22.0,1.0,4.0,66.0,0.0,24.0,1.0,23.0,12.0,1.0,19.0,22.0,15.0,59.0,272.0
must,13.0,2.0,12.0,23.0,19.0,22.0,5.0,22.0,15.0,22.0,10.0,12.0,62.0,12.0,20.0,271.0
matter,1.0,36.0,10.0,7.0,13.0,3.0,23.0,10.0,4.0,28.0,0.0,16.0,31.0,43.0,46.0,271.0
arms,19.0,5.0,12.0,2.0,67.0,21.0,10.0,2.0,52.0,2.0,1.0,6.0,4.0,20.0,48.0,271.0
past,16.0,11.0,5.0,10.0,20.0,2.0,5.0,30.0,16.0,39.0,2.0,8.0,67.0,32.0,8.0,271.0
set,8.0,9.0,12.0,16.0,29.0,8.0,6.0,2.0,12.0,25.0,5.0,5.0,73.0,18.0,40.0,268.0
sorry,13.0,36.0,10.0,11.0,12.0,4.0,9.0,11.0,13.0,42.0,6.0,9.0,43.0,21.0,26.0,266.0
sit,14.0,10.0,6.0,45.0,18.0,13.0,5.0,0.0,3.0,52.0,5.0,6.0,63.0,5.0,20.0,265.0
yo,0.0,7.0,0.0,5.0,48.0,0.0,3.0,0.0,0.0,56.0,0.0,16.0,103.0,19.0,8.0,265.0
somethin,0.0,3.0,0.0,1.0,14.0,2.0,1.0,8.0,2.0,40.0,1.0,12.0,130.0,16.0,34.0,264.0
swear,7.0,9.0,9.0,4.0,15.0,6.0,2.0,0.0,6.0,18.0,0.0,16.0,142.0,24.0,5.0,263.0
loved,5.0,24.0,9.0,6.0,83.0,8.0,8.0,7.0,26.0,6.0,3.0,6.0,46.0,22.0,4.0,263.0
lonely,1.0,29.0,8.0,2.0,44.0,6.0,20.0,2.0,0.0,2.0,2.0,32.0,48.0,36.0,31.0,263.0
wake,2.0,12.0,10.0,18.0,29.0,3.0,57.0,3.0,7.0,36.0,4.0,8.0,44.0,19.0,11.0,263.0
making,7.0,7.0,8.0,3.0,36.0,2.0,7.0,4.0,8.0,31.0,4.0,23.0,69.0,32.0,20.0,261.0
lies,3.0,9.0,5.0,1.0,28.0,14.0,39.0,3.0,32.0,14.0,8.0,4.0,36.0,51.0,14.0,261.0
dreams,9.0,13.0,3.0,9.0,37.0,18.0,5.0,5.0,4.0,27.0,21.0,10.0,51.0,20.0,29.0,261.0
probably,18.0,1.0,3.0,7.0,18.0,1.0,0.0,0.0,1.0,63.0,0.0,11.0,95.0,36.0,6.0,260.0
heaven,4.0,12.0,6.0,1.0,29.0,2.0,5.0,1.0,34.0,18.0,2.0,27.0,13.0,34.0,72.0,260.0
car,12.0,8.0,0.0,25.0,16.0,6.0,4.0,2.0,2.0,48.0,11.0,13.0,61.0,12.0,39.0,259.0
wanted,10.0,15.0,11.0,13.0,14.0,2.0,13.0,10.0,18.0,22.0,4.0,14.0,72.0,27.0,14.0,259.0
gave,4.0,11.0,15.0,0.0,17.0,14.0,0.0,2.0,31.0,37.0,2.0,17.0,71.0,22.0,15.0,258.0
year,5.0,18.0,3.0,11.0,32.0,2.0,1.0,20.0,18.0,26.0,3.0,2.0,88.0,21.0,7.0,257.0
promise,0.0,26.0,14.0,4.0,20.0,8.0,0.0,5.0,0.0,46.0,4.0,15.0,44.0,22.0,49.0,257.0
full,11.0,4.0,1.0,3.0,18.0,6.0,1.0,2.0,12.0,75.0,6.0,16.0,53.0,24.0,23.0,255.0
red,15.0,16.0,0.0,6.0,32.0,2.0,7.0,1.0,10.0,30.0,9.0,5.0,46.0,34.0,41.0,254.0
town,8.0,38.0,4.0,12.0,36.0,5.0,13.0,0.0,10.0,25.0,8.0,3.0,48.0,18.0,26.0,254.0
gettin,0.0,1.0,0.0,0.0,21.0,6.0,2.0,0.0,0.0,16.0,0.0,2.0,171.0,25.0,10.0,254.0
word,5.0,25.0,7.0,0.0,19.0,8.0,2.0,2.0,7.0,36.0,3.0,19.0,70.0,30.0,21.0,254.0
perfect,7.0,16.0,5.0,9.0,35.0,1.0,1.0,2.0,2.0,21.0,14.0,11.0,48.0,24.0,57.0,253.0
broke,1.0,35.0,4.0,2.0,22.0,2.0,3.0,0.0,10.0,34.0,2.0,7.0,85.0,25.0,21.0,253.0
started,5.0,6.0,4.0,5.0,26.0,1.0,0.0,4.0,16.0,24.0,2.0,7.0,131.0,16.0,6.0,253.0
drink,2.0,2.0,2.0,4.0,41.0,1.0,5.0,1.0,19.0,37.0,5.0,9.0,60.0,27.0,38.0,253.0
shot,2.0,48.0,1.0,2.0,18.0,4.0,8.0,1.0,10.0,43.0,1.0,14.0,66.0,11.0,23.0,252.0
hide,12.0,24.0,3.0,17.0,17.0,8.0,7.0,4.0,10.0,37.0,2.0,4.0,27.0,50.0,29.0,251.0
water,6.0,7.0,20.0,37.0,49.0,8.0,6.0,0.0,22.0,31.0,11.0,6.0,27.0,15.0,6.0,251.0
lookin,0.0,6.0,0.0,1.0,18.0,2.0,10.0,0.0,0.0,41.0,1.0,9.0,98.0,31.0,32.0,249.0
already,15.0,2.0,5.0,4.0,22.0,3.0,3.0,6.0,10.0,4.0,0.0,14.0,124.0,31.0,6.0,249.0
lord,0.0,2.0,16.0,0.0,18.0,12.0,9.0,0.0,20.0,88.0,0.0,13.0,39.0,18.0,14.0,249.0
white,4.0,12.0,1.0,7.0,23.0,8.0,2.0,1.0,11.0,48.0,7.0,14.0,57.0,14.0,36.0,245.0
kind,17.0,10.0,3.0,7.0,27.0,27.0,8.0,4.0,41.0,14.0,12.0,1.0,20.0,19.0,35.0,245.0
broken,2.0,21.0,3.0,5.0,50.0,15.0,20.0,1.0,9.0,11.0,7.0,13.0,19.0,21.0,47.0,244.0
taking,5.0,35.0,5.0,21.0,36.0,0.0,5.0,11.0,7.0,32.0,5.0,8.0,54.0,14.0,6.0,244.0
hot,6.0,3.0,1.0,7.0,10.0,2.0,2.0,0.0,2.0,18.0,8.0,30.0,61.0,11.0,82.0,243.0
pussy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,1.0,6.0,116.0,56.0,2.0,243.0
falling,7.0,41.0,4.0,19.0,54.0,12.0,5.0,2.0,22.0,5.0,1.0,9.0,25.0,16.0,21.0,243.0
listen,10.0,14.0,2.0,4.0,21.0,2.0,4.0,3.0,3.0,27.0,3.0,7.0,86.0,24.0,32.0,242.0
lil,0.0,2.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,61.0,0.0,15.0,138.0,19.0,2.0,242.0
floor,8.0,12.0,10.0,18.0,21.0,6.0,5.0,2.0,11.0,13.0,6.0,19.0,41.0,30.0,39.0,241.0
fucking,8.0,0.0,0.0,0.0,11.0,1.0,10.0,2.0,3.0,31.0,6.0,6.0,100.0,55.0,6.0,239.0
thinking,17.0,11.0,7.0,17.0,35.0,3.0,6.0,10.0,4.0,15.0,3.0,27.0,40.0,28.0,13.0,236.0
dancing,13.0,21.0,1.0,3.0,54.0,3.0,0.0,4.0,11.0,4.0,22.0,23.0,19.0,12.0,46.0,236.0
calling,11.0,16.0,3.0,6.0,24.0,1.0,13.0,10.0,18.0,17.0,0.0,11.0,38.0,14.0,54.0,236.0
smoke,16.0,6.0,1.0,4.0,20.0,2.0,4.0,0.0,1.0,30.0,3.0,16.0,90.0,30.0,13.0,236.0
til,4.0,15.0,1.0,11.0,14.0,3.0,3.0,5.0,9.0,17.0,10.0,26.0,70.0,23.0,24.0,235.0
fast,1.0,11.0,5.0,29.0,28.0,12.0,3.0,0.0,11.0,29.0,6.0,13.0,58.0,14.0,15.0,235.0
ones,7.0,11.0,3.0,12.0,20.0,6.0,8.0,2.0,13.0,19.0,3.0,4.0,96.0,21.0,9.0,234.0
roll,16.0,13.0,1.0,6.0,29.0,5.0,10.0,4.0,1.0,28.0,3.0,22.0,56.0,23.0,17.0,234.0
pay,5.0,10.0,6.0,6.0,11.0,5.0,12.0,0.0,7.0,27.0,3.0,16.0,90.0,23.0,12.0,233.0
fine,7.0,13.0,1.0,20.0,28.0,2.0,5.0,10.0,22.0,16.0,3.0,20.0,47.0,2.0,35.0,231.0
ground,5.0,39.0,1.0,21.0,29.0,18.0,17.0,0.0,33.0,19.0,1.0,2.0,12.0,12.0,22.0,231.0
dead,5.0,11.0,1.0,19.0,15.0,7.0,16.0,3.0,20.0,47.0,4.0,2.0,44.0,22.0,13.0,229.0
lover,6.0,3.0,11.0,0.0,45.0,24.0,5.0,10.0,28.0,2.0,10.0,5.0,9.0,7.0,64.0,229.0
morning,15.0,13.0,8.0,10.0,26.0,11.0,5.0,6.0,13.0,36.0,3.0,7.0,51.0,16.0,9.0,229.0
outside,6.0,17.0,6.0,14.0,36.0,3.0,3.0,3.0,9.0,34.0,3.0,2.0,66.0,10.0,16.0,228.0
three,12.0,12.0,0.0,15.0,25.0,3.0,2.0,0.0,0.0,39.0,2.0,10.0,67.0,25.0,16.0,228.0
blue,8.0,2.0,7.0,1.0,40.0,2.0,13.0,1.0,36.0,37.0,7.0,6.0,39.0,8.0,20.0,227.0
running,13.0,18.0,5.0,7.0,30.0,11.0,10.0,8.0,17.0,21.0,3.0,12.0,45.0,20.0,7.0,227.0
saw,15.0,5.0,3.0,11.0,45.0,16.0,5.0,11.0,7.0,13.0,3.0,4.0,36.0,27.0,26.0,227.0
apart,9.0,10.0,13.0,8.0,28.0,14.0,6.0,0.0,29.0,2.0,4.0,1.0,24.0,48.0,30.0,226.0
hoes,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,63.0,0.0,3.0,110.0,18.0,29.0,225.0
king,4.0,5.0,0.0,2.0,12.0,2.0,9.0,0.0,22.0,83.0,3.0,6.0,39.0,5.0,32.0,224.0
pray,1.0,14.0,3.0,5.0,9.0,4.0,3.0,0.0,14.0,73.0,0.0,3.0,40.0,41.0,14.0,224.0
years,6.0,23.0,7.0,8.0,20.0,7.0,6.0,6.0,12.0,44.0,5.0,6.0,53.0,8.0,12.0,223.0
bed,7.0,6.0,6.0,10.0,35.0,7.0,8.0,0.0,36.0,10.0,5.0,8.0,48.0,20.0,17.0,223.0
reason,10.0,14.0,6.0,4.0,27.0,1.0,7.0,8.0,2.0,35.0,1.0,6.0,64.0,19.0,18.0,222.0
makes,17.0,11.0,9.0,2.0,25.0,10.0,7.0,7.0,18.0,2.0,0.0,8.0,36.0,28.0,42.0,222.0
throw,5.0,23.0,2.0,10.0,19.0,8.0,4.0,0.0,3.0,22.0,7.0,24.0,71.0,14.0,9.0,221.0
hell,2.0,17.0,3.0,3.0,27.0,3.0,17.0,8.0,18.0,23.0,1.0,7.0,48.0,12.0,31.0,220.0
darling,18.0,1.0,3.0,2.0,83.0,7.0,29.0,11.0,24.0,13.0,1.0,11.0,6.0,2.0,7.0,218.0
chorus,1.0,0.0,0.0,8.0,0.0,0.0,0.0,2.0,4.0,12.0,0.0,20.0,161.0,1.0,8.0,217.0
gold,0.0,37.0,9.0,13.0,19.0,12.0,7.0,0.0,8.0,29.0,5.0,19.0,29.0,7.0,22.0,216.0
blow,4.0,11.0,1.0,1.0,15.0,6.0,7.0,3.0,9.0,38.0,7.0,15.0,46.0,17.0,35.0,215.0
burn,2.0,25.0,6.0,3.0,28.0,4.0,10.0,0.0,9.0,27.0,6.0,5.0,26.0,16.0,48.0,215.0
giving,5.0,108.0,12.0,2.0,15.0,0.0,1.0,3.0,6.0,10.0,0.0,6.0,25.0,2.0,18.0,213.0
catch,8.0,2.0,4.0,23.0,27.0,0.0,4.0,1.0,4.0,17.0,1.0,19.0,55.0,21.0,27.0,213.0
scared,2.0,10.0,12.0,16.0,10.0,6.0,0.0,1.0,7.0,17.0,1.0,10.0,56.0,50.0,15.0,213.0
seem,10.0,10.0,5.0,16.0,20.0,1.0,3.0,6.0,16.0,16.0,4.0,1.0,47.0,35.0,22.0,212.0
heavy,10.0,12.0,4.0,33.0,5.0,8.0,7.0,1.0,40.0,18.0,2.0,2.0,35.0,9.0,26.0,212.0
bet,23.0,24.0,0.0,5.0,5.0,0.0,3.0,2.0,7.0,19.0,17.0,15.0,74.0,10.0,8.0,212.0
may,7.0,12.0,4.0,4.0,35.0,12.0,4.0,7.0,4.0,28.0,0.0,1.0,32.0,27.0,34.0,211.0
happy,2.0,25.0,1.0,1.0,13.0,5.0,1.0,13.0,9.0,25.0,5.0,7.0,36.0,29.0,39.0,211.0
half,16.0,0.0,3.0,30.0,19.0,1.0,4.0,3.0,5.0,9.0,3.0,1.0,57.0,32.0,27.0,210.0
part,12.0,19.0,9.0,4.0,19.0,2.0,4.0,13.0,12.0,18.0,4.0,10.0,41.0,22.0,18.0,207.0
women,3.0,2.0,0.0,0.0,5.0,1.0,1.0,0.0,3.0,49.0,0.0,2.0,127.0,9.0,5.0,207.0
stars,13.0,19.0,4.0,2.0,43.0,3.0,6.0,1.0,14.0,31.0,4.0,16.0,13.0,13.0,25.0,207.0
fucked,0.0,0.0,0.0,0.0,10.0,6.0,1.0,0.0,1.0,38.0,1.0,2.0,54.0,91.0,3.0,207.0
follow,2.0,23.0,1.0,10.0,78.0,6.0,5.0,1.0,1.0,20.0,0.0,2.0,17.0,10.0,31.0,207.0
gun,2.0,70.0,1.0,0.0,18.0,4.0,17.0,0.0,9.0,30.0,3.0,4.0,26.0,4.0,18.0,206.0
caught,3.0,8.0,3.0,3.0,29.0,8.0,2.0,3.0,9.0,18.0,9.0,4.0,63.0,10.0,34.0,206.0
front,10.0,17.0,3.0,20.0,19.0,1.0,1.0,3.0,2.0,46.0,3.0,15.0,50.0,9.0,6.0,205.0
stuck,4.0,21.0,2.0,0.0,50.0,7.0,1.0,3.0,6.0,22.0,0.0,13.0,46.0,2.0,28.0,205.0
feelin,0.0,1.0,0.0,11.0,17.0,1.0,2.0,2.0,0.0,26.0,1.0,17.0,65.0,36.0,24.0,203.0
wonder,12.0,3.0,5.0,4.0,14.0,1.0,12.0,10.0,5.0,26.0,8.0,11.0,71.0,1.0,20.0,203.0
spend,2.0,13.0,6.0,0.0,20.0,2.0,5.0,7.0,2.0,14.0,2.0,12.0,83.0,20.0,14.0,202.0
check,0.0,4.0,0.0,4.0,10.0,0.0,1.0,1.0,0.0,45.0,0.0,2.0,98.0,23.0,14.0,202.0
sweet,8.0,3.0,1.0,2.0,33.0,10.0,11.0,1.0,26.0,10.0,9.0,11.0,34.0,4.0,38.0,201.0
couple,2.0,1.0,1.0,4.0,27.0,0.0,1.0,0.0,0.0,16.0,2.0,3.0,112.0,28.0,3.0,200.0
seems,10.0,28.0,6.0,15.0,30.0,5.0,2.0,9.0,20.0,4.0,0.0,11.0,36.0,15.0,8.0,199.0
im,1.0,0.0,1.0,4.0,5.0,0.0,2.0,0.0,5.0,8.0,0.0,15.0,136.0,4.0,18.0,199.0
eh,0.0,1.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,8.0,3.0,179.0,198.0
met,1.0,3.0,19.0,2.0,21.0,5.0,4.0,0.0,8.0,12.0,3.0,8.0,63.0,10.0,39.0,198.0
rather,6.0,11.0,4.0,3.0,10.0,4.0,5.0,1.0,1.0,36.0,0.0,7.0,36.0,35.0,39.0,198.0
